Author,Art,Sale date,Price,Size,Style,Estimate,Provenance,Sign,Collection,Technique and performance material,Painted,Image,Urls,Found
André Derain,Barques au port de collioure,11.04.2009,"14,082,500",-,-,-,-,-,-,-,-,-,-,0
Roy Lichtenstein,Ice cream soda,11.09.2010,"14,082,500",-,-,-,-,-,-,-,-,-,-,0
Francis Bacon,Figure in movement,11.09.2010,"14,082,500",-,-,-,-,-,-,-,-,-,-,0
,Abstraktes BildREPEAT SALE,11.09.2011,"14,082,500",-,-,-,-,-,-,-,-,-,-,0
Willem de Kooning,Untitled I,05.08.2012,"14,082,500",-,-,-,-,-,-,-,-,-,-,0
Paul Signac,Cassis Cap Canaille,11.06.2007,"14,041,000",65.7 x 82.2 cm,Impressionist and Modern Art Evening Sale,"USD 8,000,000 - USD 12,000,000","Mme Monnom, Brussels (acquired from the studio of the artist, 1890).
Marlborough Fine Art Ltd., London.
Jérôme Hill, New York.
Walter Brown, San Antonio (1974).
Private collection.
","Paul Signac (1863-1935) 
","
Private collection.
",oil on canvas ,1889,https://www.christies.com/img/LotImages/2007/NYR/2007_NYR_01900_0019_000().jpg,https://www.christies.com/lotfinder/paintings/paul-signac-cassis-cap-canaille-4983585-details.aspx?from=searchresults&intObjectID=4983585,1
Clyfford Still,1946,05.13.2008,"14,041,000",153.7 x 111.1 cm,Post War And Contemporary Art Evening Sale,"USD 8,000,000 - USD 12,000,000","The artist
Private collection
Diane Upright Fine Arts, LLC 
","
signed, inscribed, titled and dated 'Clyfford 1946-S. F. P-182' (on the reverse)
","
Private collection
",oil on canvas ,1946,https://www.christies.com/img/LotImages/2008/NYR/2008_NYR_01997_0028_000().jpg,https://www.christies.com/lotfinder/paintings/clyfford-still-1946-5074065-details.aspx?from=searchresults&intObjectID=5074065,1
Henri Matisse,La serpentine - Femme à la stele - L′araignee,05.10.2000,"14,030,750",-,-,-,-,-,-,-,-,-,-,0
Edward Hopper,Chair Car,05.11.2005,"14,016,000",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,NymphéasREPEAT SALE,11.01.2005,"14,016,000",-,-,-,-,-,-,-,-,-,-,0
Frans Hals I,"Portrait of Willem van Heythuysen, seated on a chair and holding a hunting cropREPEAT SALE",07.09.2008,"14,007,842",-,-,-,-,-,-,-,-,-,-,0
Jin Shangyi,Tajik bride,11.16.2013,"13,967,305",-,-,-,-,-,-,-,-,-,-,0
El Greco,Saint Dominic in prayer,07.03.2013,"13,907,516",-,-,-,-,-,-,-,-,-,-,0
Wassily Kandinsky,Der bär,02.08.2012,"13,883,477",-,-,-,-,-,-,-,-,-,-,0
Paul Signac,"La Corne d′Or, ConstantinopleREPEAT SALE",02.07.2012,"13,858,400",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,Homme traversant une place par un matin de soleil,02.05.2014,"13,833,261",-,-,-,-,-,-,-,-,-,-,0
Chaïm Soutine,Le boeuf écorché,02.06.2006,"13,829,075",-,-,-,-,-,-,-,-,-,-,0
Kees van Dongen,Jeune Arabe,11.04.2009,"13,802,500",-,-,-,-,-,-,-,-,-,-,0
Amedeo Modigliani,Jeanne Hébuterne au collier,05.05.2010,"13,802,500",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,Le Givre à Giverny,02.05.2013,"13,798,715",-,-,-,-,-,-,-,-,-,-,0
Joan Miró,L′Oiseau au plumage déployé vole vers l′arbre argentéREPEAT SALE,02.04.2015,"13,794,001",-,-,-,-,-,-,-,-,-,-,0
Marc Chagall,Le grand cirque,05.08.2007,"13,760,000",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,Grande tête de Diego,05.08.2002,"13,759,500",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,La vis,11.03.1993,"13,752,500",-,-,-,-,-,-,-,-,-,-,0
Pierre-Auguste Renoir,Jeune fille au chapeau garni de fleurs des champs,05.09.1989,"13,750,000",-,-,-,-,-,-,-,-,-,-,0
Joan Miró,Peinture,11.07.2012,"13,746,500",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Nu jaune,11.02.2005,"13,736,000",-,-,-,-,-,-,-,-,-,-,0
Sir Anthony van Dyck,Self portrait,12.09.2009,"13,719,733",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Le peintre et son modèle,06.19.2006,"13,698,880",-,-,-,-,-,-,-,-,-,-,0
Lodovico Carracci,Salmacis and Hermaphroditus,07.06.2006,"13,653,000",114.3 x 151.8 cm,Important Old Master Pictures,"GBP 800,000 - GBP 1,200,000","Possibly Roberto Canonici, Ferrara, by 1632 (see infra).
Possibly inherited by Frances, widow of Robert Sackville, 5th Earl of Dorset (d. 1667), on the death of her brother, Lionel Cranfield, 3rd Earl of Middlesex, in 1674 (see infra).
Probably her son, Charles, 6th Earl of Dorset (1636-1705), in whose posthumous inventory of whose possessions at Knole two pictures identified as of Cupid and Psyche are recorded (see infra), and by descent at Knole.
",-,-,Salmacis and Hermaphroditus ,-,https://www.christies.com/img/LotImages/2006/CKS/2006_CKS_07253_0045_000().jpg,https://www.christies.com/lotfinder/lot/ludovico-carracci-salmacis-and-hermaphroditus-4752107-details.aspx?from=searchresults&intObjectID=4752107,1
Sir Peter Paul Rubens,Portrait of a commander being dressed for battle,07.06.2010,"13,631,493",122.6 x 98.2 cm,"Old Master & 19th Century Paintings, Drawings & Watercolours  Evening","GBP 8,000,000 - GBP 12,000,000","(Possibly) Cornelis van der Geest (1577-1638), the successful spice merchant and Maecenas, and on display by 1628 in the Huis de Keizer, Mattenstraat, Antwerp, backing on to the Werf on the Scheldt; his main heirs were Cornelis de Licht, Cornelis Hecx and Adriaan Radmaecker.
(Possibly) John Drummond, 1st Earl of Melfort (c. 1650-1715), the Jacobite statesman and collector, created 1st Duke of Melfort or Duc de Melfort (1692/1701), by whom acquired after his exile to France in 1688, and hung either in his apartment in the Château de Saint Germain or later, in Paris, in the Hôtel de Soissons, or his house in the rue des Petits Augustins, and by inheritance to his wife,
(Possibly) Euphemia, Duchess of Melfort (died 1743), by whom possibly sold or given with five other pictures, after the 1st Duke's death, to (Possibly) Philippe, Duc d'Orléans, Regent of France (1674-1723), at the Palais Royal, Paris, where catalogued by Dubois de Saint-Gelais as by Jacob Jordaens, 'Un Homme Armé  Peint sur bois, haut de trois pieds huit pouces, large de trois pieds [118.8 x 97.2 cm.], fig. de grandeur naturelle. Il est jusqu'aux genoux armé de toutes piéces, tenant un Bâton de Commandant, aiant le bras gauche apuié sur un page. Un jeune homme qui est à côté de lui porte son casque. Le fond du tableau est brun' (Stryienski states that it was one of a group of eight pictures brought by Orléans from Melfort in 1707 for 40,000 livres), and by descent to
(Possibly) Louis-Philippe-Joseph, Duc d'Orléans (1747-1793), and listed in the Palais Royal in the inventories of 1724 and 1785, made after the deaths of the Regent and Louis-Philippe, Duc d'Orléans, valued at 320 and 1500 livres respectively, until acquired by
(Possibly) Thomas More Slade, acting on behalf of a syndicate consisting of George, Lord Kinnaird, William Morland and Mr. Hammersley, 1792, having previously been listed as part of the consignment of northern school paintings destined for sale in England by J.B. Le Brun as 'Jacques Jordaens  un homme armé à coté de lui est et un homme qui tient son casque'.
(Possibly) offered for sale in The Orléans Gallery, exhibited in the Great Rooms late The Royal Academy, no. 125 Pall Mall, London, April 1793, lot 112, as 'Portrait of the Duke of Alva by Rubens' (sold for £80 to an unidentified purchaser).
(Possibly) with Michael Bryan (1757-1821), connoisseur and dealer; sale, Michael Bryan, London, 27 April [= 1st day] 1796, lot 103, as 'The Duke of Alva in armour, attended by his Pages -- painted in the finest manner of that great master -- from the Orleans collection'; Peter Coxe, Burrell and Foster, London, 'at Mr. Bryan's celebrated gallery in London', 18 May [=2nd day] 1798, lot 38, as 'Rubens The Duke of Alva arming, attended by his pages, painted in the best manner of that great master - from the Orléans collection' (sold for 37 gns. to an unidentified purchaser).
George Spencer, 2nd Earl Spencer (1758-1834), at Althorp, Northamptonshire, by 1802, when listed, as part of a group of pictures hung in the 'Picture Gallery over the door from the Anti Chamber': 'Charles Vth School of Rubens'; listed by Dibdin in 1822 as in the '5th Apartment left hand side of the Great Staircase', as 'Portrait of Charles V, Emperor, and King of Spain - School of Rubens'; by 1836 it was in the Long Library (no. 331); in 1851, it was catalogued as School of Pourbus, and by descent to the present owner. 
",-,"
(Possibly) with Michael Bryan (1757-1821), connoisseur and dealer; sale, Michael Bryan, London, 27 April [= 1st day] 1796, lot 103, as 'The Duke of Alva in armour, attended by his Pages -- painted in the finest manner of that great master -- from the Orleans collection'; Peter Coxe, Burrell and Foster, London, 'at Mr. Bryan's celebrated gallery in London', 18 May [=2nd day] 1798, lot 38, as 'Rubens The Duke of Alva arming, attended by his pages, painted in the best manner of that great master - from the Orléans collection' (sold for 37 gns. to an unidentified purchaser).
",oil on panel ,-,https://www.christies.com/img/LotImages/2010/CKS/2010_CKS_07862_0016_000(sir_peter_paul_rubens_portrait_of_a_commander_three-quarter-length_bei).jpg,https://www.christies.com/lotfinder/paintings/sir-peter-paul-rubens-portrait-of-5339055-details.aspx?from=searchresults&intObjectID=5339055,1
Zhou Zhimian,Flowers,12.04.2010,"13,616,510",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Sylvette,05.07.2013,"13,605,000",-,-,-,-,-,-,-,-,-,-,0
Titian,Venus and Adonis,12.13.1991,"13,553,180",-,-,-,-,-,-,-,-,-,-,0
Edgar Degas,Les blanchisseuses,11.30.1987,"13,538,462",-,-,-,-,-,-,-,-,-,-,0
Jean-Michel Basquiat,Untitled,11.12.2008,"13,522,500",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Le Viol,11.08.2012,"13,522,500",-,-,-,-,-,-,-,-,-,-,0
Richard Diebenkorn,Ocean Park # 48,11.14.2012,"13,522,500",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Mao,11.15.2012,"13,522,500",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,"Antibes, vue du Plateau Notre-DameREPEAT SALE",06.23.2014,"13,481,718",-,-,-,-,-,-,-,-,-,-,0
Pierre-Auguste Renoir,Les deux soeurs,02.05.2007,"13,475,143",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Tête et main de femme,05.04.2005,"13,456,000",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Plant de tomates,11.08.2006,"13,456,000",92 x 73 cm,Impressionist and Modern Art Evening Sale,"USD 5,000,000 - USD 7,000,000","Louis Carré, Paris.
Durand-Ruel Galleries, New York (acquired from the above, 19 March 1948).
Mr. and Mrs. Vladimir Golschmann, St. Louis and New York (acquired from the above, 17 December 1948). 
Private collection, Switzerland.
Acquired from the above by the present owner. 
","
signed 'Picasso' (lower right); dated '10 Août 44' (on the reverse) 
","
Private collection, Switzerland.
",oil on canvas ,1944,https://www.christies.com/img/LotImages/2006/NYR/2006_NYR_01722_0007_000().jpg,https://www.christies.com/lotfinder/lot/pablo-picasso-plant-de-tomates-4807458-details.aspx?from=searchresults&intObjectID=4807458,1
Pablo Picasso,Femme assise,06.20.2012,"13,423,471",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Tête,02.03.2015,"13,376,368",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Mousquetaire et nu assis,06.18.2007,"13,322,958",-,-,-,-,-,-,-,-,-,-,0
Francis Bacon,Crouching nude,06.29.2011,"13,310,974",-,-,-,-,-,-,-,-,-,-,0
Vincent van Gogh,Parc de l′hôpital Saint-Paul,06.23.2010,"13,302,947",66.7 x 51.5 cm,Impressionist/Modern  Evening Sale,"GBP 8,000,000 - GBP 12,000,000","Théo van Gogh, Holland, by 1891.
Madame J. van Gogh-Bonger, Amsterdam, by 1925.
V. W. van Gogh, Amsterdam, by 1927.
The Leicester Galleries, London.
Galerie Thannhauser (no.1134), Paris and Lucerne, in 1927.

Ralph M. Coe, Cleveland, Ohio, 1927-1959; sale, Sotheby's, New York, 14 January 1959, lot 82.
Wildenstein Gallery, New York.
Acquired from the above by the family of the present owner in 1963. 
",-,-,oil on canvas ,1889,https://www.christies.com/img/LotImages/2010/CKS/2010_CKS_07857_0017_000(vincent_van_gogh_parc_de_lhopital_saint-paul).jpg,https://www.christies.com/lotfinder/paintings/vincent-van-gogh-parc-de-lhopital-saint-paul-5334954-details.aspx?from=searchresults&intObjectID=5334954,1
Qi Baishi,Ode to the morher country,12.03.2012,"13,286,904",-,-,-,-,-,-,-,-,-,-,0
Lucio Fontana,"Concetto spaziale, Attesa",02.06.2008,"13,279,459",-,-,-,-,-,-,-,-,-,-,0
Joan Miró,Femme rêvant de l�évasion,02.05.2013,"13,270,489",-,-,-,-,-,-,-,-,-,-,0
,Matrosen,11.09.2010,"13,242,500",-,-,-,-,-,-,-,-,-,-,0
Rembrandt Harmensz van Rijn,A man in a gorget and cap,07.03.2012,"13,234,192",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,La forêt,05.07.2002,"13,209,500",58.4 cm,Impressionist and Modern Art (Evening Sale)                 ,"USD 7,000,000 - USD 9,000,000","Pierre Matisse Gallery, New York.
The Milton D. Ratner Family Collection, Fort Lee, New Jersey.
Private Collection, Switzerland (acquired from the above, by 1977).
Thomas Gibson Fine Art Ltd., London.
Acquired from the above by the present owner.
","
signed, numbered and stamped with foundry mark 'A. Giacometti 5/6 Alexis Rudier Fondeur. Paris' (on the base)
","
The Milton D. Ratner Family Collection, Fort Lee, New Jersey.
",painted bronze ,1950,https://www.christies.com/img/LotImages/2002/NYR/2002_NYR_01075_0034_000().jpg,https://www.christies.com/lotfinder/lot/alberto-giacometti-la-foret-3905812-details.aspx?from=searchresults&intObjectID=3905812,1
Willem de Kooning,Orestes,11.12.2002,"13,209,500",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,Antibes vue de la salisREPEAT SALE,02.03.2015,"13,207,752",-,-,-,-,-,-,-,-,-,-,0
Vincent van Gogh,Jeune homme à la casquette,05.11.1995,"13,202,500",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,Le jardin de l′artiste a Vetheuil,11.13.1996,"13,202,500",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,Nymphéas,11.13.1996,"13,202,500",-,-,-,-,-,-,-,-,-,-,0
Pierre-Auguste Renoir,La LiseuseREPEAT SALE,05.07.2001,"13,202,500",-,-,-,-,-,-,-,-,-,-,0
,Abstraktes Bild,02.13.2013,"13,202,115",-,-,-,-,-,-,-,-,-,-,0
George Stubbs,Tygers at play,07.09.2014,"13,185,991",-,-,-,-,-,-,-,-,-,-,0
Willem de Kooning,Sail Cloth,05.11.2005,"13,120,000",-,-,-,-,-,-,-,-,-,-,0
Qian Long,An old cypress,12.04.2010,"13,112,195",-,-,-,-,-,-,-,-,-,-,0
Wu Zuoren,The yellow blooms on the battlefield smell sweeter,05.10.2013,"13,102,000",-,-,-,-,-,-,-,-,-,-,0
Joan Miró,Le coqREPEAT SALE,06.18.2007,"13,101,568",63.5 x 48.9 cm,Impressionist and Modern Art  (Evening Sale),"GBP 3,500,000 - GBP 4,500,000","A gift from the artist to Efstratios Eleftheriades (Tériade), in March 1949, and thence by descent to his wife Alice; sale, Christie's, London, 24 June 2003, lot 29.,
Acquired at the above sale by the present owner. 
","
signed 'Miró' (lower right); signed again, dated and dedicated 'Joan Miró, Varengeville sur mer, Février 1940. Hommage à André Tériade, avec toute la vieille amitié de Miró, Paris mars 1949' (on the reverse)
",-,"gouache, watercolour and pencil on paper ",1940,https://www.christies.com/img/LotImages/2007/CKS/2007_CKS_07404_0054_000().jpg,https://www.christies.com/lotfinder/drawings-watercolors/joan-miro-le-coq-4935427-details.aspx?from=searchresults&intObjectID=4935427,1
Pablo Picasso,Buste de femme,11.07.2012,"13,074,500",-,-,-,-,-,-,-,-,-,-,0
Andy Warhol,Mercedes-Benz W 196 R Grand Prix Car,11.12.2013,"13,045,000",407.6 x 457.5 cm,Post-War and Contemporary Evening Sale,"USD 12,000,000 - USD 16,000,000","Galerie Hans Mayer, Düsseldorf
Acquired from the above by the present owner
","
stamped with signature 'Andy Warhol' (on the overlap)
",-,synthetic polymer and silkscreen inks on canvas,1987,https://www.christies.com/img/LotImages/2013/NYR/2013_NYR_02791_0061_000(andy_warhol_mercedes-benz_w_196_r_grand_prix_car_1954).jpg,https://www.christies.com/lotfinder/paintings/andy-warhol-mercedes-benz-w-196-r-grand-5739148-details.aspx?from=searchresults&intObjectID=5739148,1
Pablo Picasso,Deux femmes et enfant,05.06.2014,"13,045,000",-,-,-,-,-,-,-,-,-,-,0
Alberto Giacometti,La placeREPEAT SALE,05.07.2014,"13,045,000",-,-,-,-,-,-,-,-,-,-,0
Claude Monet,L′entrée de Giverny en hiver,02.08.2012,"13,009,550",-,-,-,-,-,-,-,-,-,-,0
Marc Chagall,Les trois acrobates,05.08.2013,"13,003,750",116.2 x 88.4 cm,Impressionist & Modern Evening Sale,"USD 6,000,000 - USD 9,000,000","Walter Schwarzenberg, Brussels; sale, Galerie Georges Giroux, Brussels, 1-2 February 1932, lot 70.
Dr. Franz Potvin, Brussels.
Pierre Matisse Gallery, New York.
Mr. and Mrs. Sidney F. Brody, Beverly Hills (by 1957).
Acquired by the present owners, October 1977.
","
signed and dated 'Chagall 1926' (lower right) 
",-,oil on canvas ,1926,https://www.christies.com/img/LotImages/2013/NYR/2013_NYR_02782_0040_000(marc_chagall_les_trois_acrobates).jpg,https://www.christies.com/lotfinder/paintings/marc-chagall-les-trois-acrobates-5677544-details.aspx?from=searchresults&intObjectID=5677544,1
Henri de Toulouse-Lautrec,"Fille a la fourrure, mademoiselle Jeanne Fontaine",05.15.1990,"12,980,000",-,-,-,-,-,-,-,-,-,-,0
,The Temple of Jupiter Panellenius Restored,01.29.2009,"12,962,500",-,-,-,-,-,-,-,-,-,-,0
,Zwei Kerzen,11.10.2010,"12,962,500",150 x 100 cm,Post-War and Contemporary Evening Sale,"USD 12,000,000 - USD 16,000,000","Galerie Fred Jahn, Munich
Private collection, Munich
Dickinson, London and New York
Private collection, London
Anthony Meier Fine Arts, San Francisco
Acquired from the above by the present owner 
","
signed, numbered and dated '499-2 Richter 1982' (on the reverse) 
","
Private collection, Munich
",oil on canvas ,1982,https://www.christies.com/img/LotImages/2010/NYR/2010_NYR_02355_0030_000(gerhard_richter_zwei_kerzen).jpg,https://www.christies.com/lotfinder/paintings/gerhard-richter-zwei-kerzen-5371715-details.aspx?from=searchresults&intObjectID=5371715,1
Fra Bartolommeo,The Madonna and Child,01.30.2013,"12,962,500",-,-,-,-,-,-,-,-,-,-,0
René Magritte,Le beau monde,02.05.2014,"12,920,013",-,-,-,-,-,-,-,-,-,-,0
Ernst Ludwig Kirchner,Dodo mit grossem Fächer,05.09.2007,"12,920,000",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,"Tête de femme, Jacqueline",02.02.2010,"12,916,526",-,-,-,-,-,-,-,-,-,-,0
Henri Matisse,Figure décorativeREPEAT SALE,11.07.2006,"12,896,000",-,-,-,-,-,-,-,-,-,-,0
Pablo Picasso,Femmes à la fontaine,11.08.2006,"12,896,000",92.7 x 74 cm,Impressionist and Modern Art Evening Sale,"USD 15,000,000 - USD 20,000,000","(possibly) Reinhardt, New York (by 1931).
Albert Roullier Galleries, Chicago.
Mr. and Mrs. Potter Palmer Jr., Chicago.
Baron H. H. Thyssen-Bornemisza, Lugano.
Acquired by the present owner circa 1987. 
","
signed 'Picasso' (upper right) 
",-,oil on canvas ,1901,https://www.christies.com/img/LotImages/2006/NYR/2006_NYR_01722_0064_000().jpg,https://www.christies.com/lotfinder/lot/pablo-picasso-femmes-a-la-fontaine-4807514-details.aspx?from=searchresults&intObjectID=4807514,1
Canaletto,"The Molo, Venice, from the Bacino di San Marco",07.02.2013,"12,876,435",-,-,-,-,-,-,-,-,-,-,0
,Abstraktes Bild,02.12.2013,"12,846,624",-,-,-,-,-,-,-,-,-,-,0
Jean-Michel Basquiat,Palm Springs Jump,02.06.2008,"12,838,157",183 x 213.5cm,Post-War and Contemporary Art  Evening Sale,,"Annina Nosei Gallery, New York (#2020).
Acquired from the above by the present owner in 1982. 
","
signed, titled and dated '""PALM SPRINGS JUMP"" JeanMichelB 1982' (on the reverse)
",-,"acrylic, oilstick and gold paint on canvas ",1982,https://www.christies.com/img/LotImages/2008/CKS/2008_CKS_07565_0009_000().jpg,https://www.christies.com/lotfinder/paintings/jean-michel-basquiat-palm-springs-jump-5037901-details.aspx?from=searchresults&intObjectID=5037901,1
Bernardo Bellotto,Rome: The Forum with the Temple of Castor and Pollux; and The Temple of Antoninus and Faustina in the Forum ,12.07.2006,"12,814,831",61.9 x 96.8 cm,Important Old Master Pictures   Evening Sale,"GBP 3,000,000 - GBP 4,000,000","Joseph Smith ('Consul Smith') (c. 1674-1770), Venice or Mogliano, and by inheritance to his widow, Elizabeth (c. 1718-1788), from whom purchased, with other pictures, in June 1773 by
Patrick Home of Wedderburn (1728-1808), M.P., and probably through descent to his brother, 
General David Home of Wedderburn (d. 1809) and to their sister,
Miss Jean Home of Wedderburn (d. 1812), and to their nephew,
George Home of Wedderburn and Paxton, by whom moved to Paxton, and by inheritance through his mother's great-nephew,
William Foreman Home of Paxton and the latter's daughter,
Jean, wife of David Milne, at Paxton House, Duns, Berwickshire, to Colonel David Milne-Home and his daughter,
Miss Milne-Home, acquired from the latter by
Messrs. Knoedler, London, post March 1925, and sold to the following 
with Gaston Neumans, Paris, 27 September 1928.
Col. Norman Colville, M.C., Penheale Manor, Cornwall; Sotheby's, London, 9 June 1955, lot 164.
with Arthur Tooth and Sons, London, 1955. 
",-,-,oil on canvas ,-,https://www.christies.com/img/LotImages/2006/CKS/2006_CKS_07294_0072_000().jpg,https://www.christies.com/lotfinder/lot/bernardo-bellotto-rome-the-forum-with-the-4838220-details.aspx?from=searchresults&intObjectID=4838220,1
