Author,Art,Sale date,Price,Genre,Style,Image,Dimensions,Media,Location,Found,Url
Edvard Munch,The Scream,05.02.2012,"119,922,496",genre painting,Expressionism,https://uploads2.wikiart.org/images/edvard-munch/the-scream-1893(2).jpg!Large.jpg,91 x 73.5 cm,"oil, pastel, cardboard, tempera","National Gallery, Oslo, Norway",1,https://www.wikiart.org/en/Search/Edvard Munch The Scream
Pablo Picasso,"Nude, Green Leaves and Bust",05.04.2010,"106,482,496",nude painting (nu),,https://uploads3.wikiart.org/00234/images/pablo-picasso/2010-nyr-02410-0006-000-pablo-picasso-nude-green-leaves-and-bust.jpg!Large.jpg,162 x 130 cm,oil,"Tate Modern, London, UK",1,"https://www.wikiart.org/en/Search/Pablo Picasso Nude, Green Leaves and Bust"
Andy Warhol,Silver car crash,11.13.2013,"105,445,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Silver car crash
Pablo Picasso,Garçon à la pipe,05.05.2004,"104,168,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Garçon à la pipe
Alberto Giacometti,L′homme qui marche I,02.03.2010,"103,689,992",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti L′homme qui marche I
Alberto Giacometti,Chariot,11.04.2014,"100,965,000",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Chariot
Pablo Picasso,Dora Maar au chat,05.03.2006,"95,216,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Dora Maar au chat
Gustav Klimt,Portrait of Adele Bloch-Bauer II,11.08.2006,"87,936,000",portrait,Art Nouveau (Modern),https://uploads3.wikiart.org/images/gustav-klimt/portrait-of-adele-bloch-bauer-ii-1912.jpg!Large.jpg,190 x 120 cm,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Gustav Klimt Portrait of Adele Bloch-Bauer II
Mark Rothko,"Orange, Red, Yellow",05.08.2012,"86,882,496",,,,,,,0,"https://www.wikiart.org/en/Search/Mark Rothko Orange, Red, Yellow"
Francis Bacon,"Triptych, 1976",05.14.2008,"86,281,000",,,,,,,0,"https://www.wikiart.org/en/Search/Francis Bacon Triptych, 1976"
Barnett Newman,Black Fire I,05.13.2014,"84,165,000",abstract,Color Field Painting,https://uploads3.wikiart.org/images/barnett-newman/black-fire-i-1963.jpg!Large.jpg,289.5 x 213.4 cm,"oil, canvas",,1,https://www.wikiart.org/en/Search/Barnett Newman Black Fire I
Vincent van Gogh,Portrait du Dr. Gachet,05.15.1990,"82,500,000",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Portrait du Dr. Gachet
Andy Warhol,Triple Elvis,11.12.2014,"81,925,000",portrait,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/triple-elvis.jpg!Large.jpg,,,"Virginia Museum of Fine Arts, Richmond, VA, US",1,https://www.wikiart.org/en/Search/Andy Warhol Triple Elvis
Francis Bacon,Three Studies for a Portrait of John Edwards,05.13.2014,"80,805,000",,,https://uploads5.wikiart.org/00108/images/francis-bacon/fbe464-three-studies-for-a-portrait-of-john-edwards-1984-thb-facebook.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Three Studies for a Portrait of John Edwards
Claude Monet,Le bassin aux nymphéas,06.24.2008,"80,549,392",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Le bassin aux nymphéas
Pierre-Auguste Renoir,Au moulin de la Galette,05.17.1990,"78,100,000",sketch and study,Impressionism,https://uploads2.wikiart.org/images/pierre-auguste-renoir/at-the-moulin-de-la-galette.jpg!Large.jpg,,,"National Museum of Serbia, Belgrade, Serbia",1,https://www.wikiart.org/en/Search/Pierre-Auguste Renoir Au moulin de la Galette
Sir Peter Paul Rubens,The Massacre of the Innocents,07.10.2002,"76,671,280",,,,,,,0,https://www.wikiart.org/en/Search/Sir Peter Paul Rubens The Massacre of the Innocents
Mark Rothko,No. 1,11.13.2012,"75,122,496",abstract,Abstract Expressionism,https://uploads5.wikiart.org/images/mark-rothko/no-1.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Mark Rothko No. 1
Mark Rothko,White center,05.15.2007,"72,840,000",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko White center
Andy Warhol,Green Car Crash,05.16.2007,"71,720,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Green Car Crash
Vincent van Gogh,Portrait de l′artiste sans barbe,11.19.1998,"71,502,496",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Portrait de l′artiste sans barbe
Amedeo Modigliani,Tête,11.04.2014,"70,725,000",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Tête
Francis Bacon,Portrait of George Dyer Talking,02.13.2014,"69,625,144",portrait,Expressionism,https://uploads6.wikiart.org/images/francis-bacon/portrait-of-george-dyer-talking-1966(1).jpg!Large.jpg,198 x 147 cm,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Francis Bacon Portrait of George Dyer Talking
Andy Warhol,Four Marlons,11.12.2014,"69,605,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Four Marlons
Cy Twombly,Untitled,11.12.2014,"69,605,000",abstract,Abstract Expressionism,https://uploads8.wikiart.org/images/cy-twombly/untitled.jpg!Large.jpg,256 x 307 cm,"crayon, oil, pencil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Cy Twombly Untitled
Amedeo Modigliani,Nu assis sur un divan,11.02.2010,"68,962,496",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Nu assis sur un divan
Mark Rothko,Untitled,05.13.2014,"66,245,000",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko Untitled
Qi Baishi,Eagle standing on pine tree,05.22.2011,"65,532,112",,,,,,,0,https://www.wikiart.org/en/Search/Qi Baishi Eagle standing on pine tree
Edouard Manet,Le Printemps,11.05.2014,"65,125,000",,,,,,,0,https://www.wikiart.org/en/Search/Edouard Manet Le Printemps
Andy Warhol,Men in Her Life,11.08.2010,"63,362,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Men in Her Life
Andy Warhol,Race Riot,05.13.2014,"62,885,000",genre painting,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/red-race-riot.jpg,,,"Museum Ludwig, Cologne, Germany",1,https://www.wikiart.org/en/Search/Andy Warhol Race Riot
Wang Meng,Landscape,06.04.2011,"62,118,992",,,,,,,0,https://www.wikiart.org/en/Search/Wang Meng Landscape
Vincent van Gogh,"Nature morte, vase aux marguerites et coquelicots",11.04.2014,"61,765,000",,,,,,,0,"https://www.wikiart.org/en/Search/Vincent van Gogh Nature morte, vase aux marguerites et coquelicots"
Clyfford Still,1949-A-No. 1,11.09.2011,"61,682,500",abstract,Abstract Expressionism,https://uploads2.wikiart.org/images/clyfford-still/1949-a-no-1-1949.jpg!Large.jpg,236.2 x 200.7 cm,oil,,1,https://www.wikiart.org/en/Search/Clyfford Still 1949-A-No. 1
Paul Cézanne,"Rideau, cruchon et compotier",05.10.1999,"60,502,500",,,,,,,0,"https://www.wikiart.org/en/Search/Paul Cézanne Rideau, cruchon et compotier"
Kasimir Severinovich Malevich,Suprematist Composition,11.03.2008,"60,002,500",,,,,,,0,https://www.wikiart.org/en/Search/Kasimir Severinovich Malevich Suprematist Composition
Jeff Koons,Balloon dog,11.12.2013,"58,405,000",,,,,,,0,https://www.wikiart.org/en/Search/Jeff Koons Balloon dog
Jackson Pollock,Number 19,05.15.2013,"58,363,752",,,,,,,0,https://www.wikiart.org/en/Search/Jackson Pollock Number 19
Andy Warhol,Coca-Cola,11.12.2013,"57,285,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Coca-Cola
Juan Gris,Nature morte à la nappe à carreaux,02.04.2014,"57,006,496",,,,,,,0,https://www.wikiart.org/en/Search/Juan Gris Nature morte à la nappe à carreaux
Mark Rothko,Untitled,05.15.2014,"56,165,000",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko Untitled
Roy Lichtenstein,Woman with Flowered Hat,05.15.2013,"56,123,752",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Woman with Flowered Hat
Pablo Picasso,Femme aux bras croisés,11.08.2000,"55,006,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme aux bras croisés
Claude Monet,Nymphéas,06.23.2014,"53,982,180",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Nymphéas
Vincent van Gogh,Irises,11.11.1987,"53,900,000",landscape,Post-Impressionism,https://uploads0.wikiart.org/00213/images/vincent-van-gogh/antique-3840759.jpg!Large.jpg,71 x 93 cm,"oil, canvas","J. Paul Getty Museum, Los Angeles, CA, US",1,https://www.wikiart.org/en/Search/Vincent van Gogh Irises
Alberto Giacometti,Grande tête mince,05.04.2010,"53,282,500",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Grande tête mince
Francis Bacon,Study from Innocent X,05.15.2007,"52,680,000",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Study from Innocent X
Amedeo Modigliani,Tête,06.14.2010,"52,327,264",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Tête
Francis Bacon,Triptych 1974-77,02.06.2008,"51,893,420",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Triptych 1974-77
Pablo Picasso,Les Noces de Pierrette,11.30.1989,"51,650,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Les Noces de Pierrette
Pablo Picasso,Portrait d′Angel Fernández de Soto,06.23.2010,"51,373,652",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Portrait d′Angel Fernández de Soto
Mark Rothko,No. 15,05.13.2008,"50,441,000",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko No. 15
Alberto Giacometti,Grande tête mince,11.06.2013,"50,005,000",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Grande tête mince
Pablo Picasso,Femme assise dans un jardin,11.10.1999,"49,502,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme assise dans un jardin
Jean-Michel Basquiat,Dustheads,05.15.2013,"48,843,752",,,,,,,0,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Dustheads
Henri Matisse,"Nu de dos, 4 état",11.03.2010,"48,802,500",,,,,,,0,"https://www.wikiart.org/en/Search/Henri Matisse Nu de dos, 4 état"
Pablo Picasso,Le Rêve,11.10.1997,"48,402,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Le Rêve
Raphaël,Head of a muse,12.08.2009,"48,033,684",,,,,,,0,https://www.wikiart.org/en/Search/Raphaël Head of a muse
Raphaël,Head of a Young Apostle,12.05.2012,"47,863,100",,,,,,,0,https://www.wikiart.org/en/Search/Raphaël Head of a Young Apostle
Pablo Picasso,Self Portrait: Yo Picasso,05.09.1989,"47,850,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Self Portrait: Yo Picasso
,Rome,12.03.2014,"47,594,196",,,,,,,0,https://www.wikiart.org/en/Search/ Rome
,Abstraktes bild,02.10.2015,"46,297,640",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes bild
Mark Rothko,No. 11,11.12.2013,"46,085,000",abstract,Color Field Painting,https://uploads6.wikiart.org/images/mark-rothko/no-11.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Mark Rothko No. 11
Norman Rockwell,Saying grace,12.04.2013,"46,085,000",genre painting,Regionalism,https://uploads4.wikiart.org/images/norman-rockwell/saying-grace-1951.jpg!Large.jpg,,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Norman Rockwell Saying grace
Henri Matisse,"Les coucous, tapis bleu et rose",02.23.2009,"46,055,344",,,https://uploads6.wikiart.org/00187/images/henri-matisse/les-coucous-tapis-bleu-et-rose-1911.jpg!Large.jpg,,,,1,"https://www.wikiart.org/en/Search/Henri Matisse Les coucous, tapis bleu et rose"
Li Keran,Mountains in red,06.03.2012,"46,030,324",,,,,,,0,https://www.wikiart.org/en/Search/Li Keran Mountains in red
Francis Bacon,Second Version of Study for Bullfight No. 1,11.14.2007,"45,961,000",genre painting,Expressionism,https://uploads8.wikiart.org/images/francis-bacon/second-version-of-study-for-bullfight-no-1-1969(1).jpg!Large.jpg,198 x 147 cm,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Francis Bacon Second Version of Study for Bullfight No. 1
Francis Bacon,Three studies for portrait of George Dyer,06.30.2014,"45,488,328",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Three studies for portrait of George Dyer
Pablo Picasso,Nu au fauteuil noir,11.09.1999,"45,102,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Nu au fauteuil noir
,Modern Rome - Campo Vaccino,07.07.2010,"45,099,024",,,,,,,0,https://www.wikiart.org/en/Search/ Modern Rome - Campo Vaccino
Mark Rothko,No. 21,11.11.2014,"44,965,000",abstract,Abstract Expressionism,https://uploads6.wikiart.org/images/mark-rothko/no-21.jpg!Large.jpg,,oil,,1,https://www.wikiart.org/en/Search/Mark Rothko No. 21
Francis Bacon,Seated Figure,11.12.2014,"44,965,000",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Seated Figure
Pablo Picasso,Femme assise près d�une fenêtre,02.05.2013,"44,964,024",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme assise près d�une fenêtre
Roy Lichtenstein,Sleeping Girl,05.09.2012,"44,882,500",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Sleeping Girl
Francis Bacon,Figure Writing Reflected in Mirror,05.09.2012,"44,882,500",genre painting,Expressionism,https://uploads6.wikiart.org/images/francis-bacon/figure-writing-reflected-in-a-mirror(1).jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Figure Writing Reflected in Mirror
Georgia O′Keeffe,Jimson weed/White flower no. 1,11.20.2014,"44,405,000",,,,,,,0,https://www.wikiart.org/en/Search/Georgia O′Keeffe Jimson weed/White flower no. 1
Barnett Newman,Onement VI,05.14.2013,"43,845,000",abstract,Color Field Painting,https://uploads0.wikiart.org/images/barnett-newman/onement-vi-1953.jpg,259.1 x 304.8 cm,oil,,1,https://www.wikiart.org/en/Search/Barnett Newman Onement VI
Andy Warhol,200 one dollar bills,11.11.2009,"43,762,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol 200 one dollar bills
Claude Monet,Nymphéas,11.07.2012,"43,762,500",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Nymphéas
Andy Warhol,Statue of Liberty,11.14.2012,"43,762,500",,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/statue-of-liberty-1962.jpg,,,,1,https://www.wikiart.org/en/Search/Andy Warhol Statue of Liberty
Roy Lichtenstein,I can see the whole room!... and there′s nobody in it!,11.08.2011,"43,202,500",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein I can see the whole room!... and there′s nobody in it!
Francis Bacon,Self Portrait,06.21.2007,"42,957,148",self-portrait,Expressionism,https://uploads3.wikiart.org/images/francis-bacon/self-portrait-2(1).jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Self Portrait
Gustav Klimt,Kirche in Cassone - Landschaft mit Zypressen,02.03.2010,"42,944,776",,,,,,,0,https://www.wikiart.org/en/Search/Gustav Klimt Kirche in Cassone - Landschaft mit Zypressen
Francesco Guardi,"Venice, a view of the Rialto Bridge, looking north",07.06.2011,"42,913,160",,,,,,,0,"https://www.wikiart.org/en/Search/Francesco Guardi Venice, a view of the Rialto Bridge, looking north"
Roy Lichtenstein,Ohhh...Alright...,11.10.2010,"42,642,500",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Ohhh...Alright...
Amedeo Modigliani,Jeanne Hébuterne,02.06.2013,"42,347,128",portrait,Expressionism,https://uploads1.wikiart.org/images/amedeo-modigliani/jeanne-hebuterne-1918.jpg!Large.jpg,46 x 29 cm,"oil, canvas","Musee d'Art Moderne de Troyes, Troyes, France",1,https://www.wikiart.org/en/Search/Amedeo Modigliani Jeanne Hébuterne
Xu Beihong,Cultivation on the Peaceful Land,12.05.2011,"41,899,616",genre painting,Post-Impressionism,https://uploads5.wikiart.org/images/xu-beihong/cultivation-on-the-peaceful-land.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Xu Beihong Cultivation on the Peaceful Land
Paul Cézanne,Les Pommes,05.07.2013,"41,605,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Les Pommes
Pablo Picasso,Nature morte aux tulipes,11.08.2012,"41,522,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Nature morte aux tulipes
Claude Monet,Le Pont du chemin de fer à Argenteuil,05.06.2008,"41,481,000",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Le Pont du chemin de fer à Argenteuil
Andy Warhol,White Marilyn,05.13.2014,"41,045,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol White Marilyn
Pablo Picasso,Au Lapin Agile,11.15.1989,"40,700,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Au Lapin Agile
Pablo Picasso,La lecture,02.08.2011,"40,663,652",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso La lecture
Edward Hopper,East Wind Over Weehawken,12.05.2013,"40,485,000",,,,,,,0,https://www.wikiart.org/en/Search/Edward Hopper East Wind Over Weehawken
Gustav Klimt,Litzlberg am Attersee,11.02.2011,"40,402,500",landscape,Art Nouveau (Modern),https://uploads1.wikiart.org/images/gustav-klimt/untitled.jpg!Large.jpg,,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Gustav Klimt Litzlberg am Attersee
Jackson Pollock,Number 4,11.13.2012,"40,402,500",abstract,Action painting,https://uploads1.wikiart.org/number-6-1949(1).jpg,112.2 x 137.2 cm,canvas,,1,https://www.wikiart.org/en/Search/Jackson Pollock Number 4
Franz Kline,Untitled,11.14.2012,"40,402,500",abstract,Action painting,https://uploads5.wikiart.org/images/franz-kline/untitled-1957.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Franz Kline Untitled
Vincent van Gogh,"L′Arlésienne, Madame Ginoux",05.02.2006,"40,336,000",,,,,,,0,"https://www.wikiart.org/en/Search/Vincent van Gogh L′Arlésienne, Madame Ginoux"
Paul Gauguin,L′homme à la hache,11.08.2006,"40,336,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Gauguin L′homme à la hache
Gustav Klimt,Birch Forest,11.08.2006,"40,336,000",landscape,Symbolism,https://uploads1.wikiart.org/images/gustav-klimt/birch-in-a-forest.jpg!Large.jpg,,,Private Collection,1,https://www.wikiart.org/en/Search/Gustav Klimt Birch Forest
Egon Schiele,Häuser mit bunter Wäsche,06.22.2011,"40,030,520",,,,,,,0,https://www.wikiart.org/en/Search/Egon Schiele Häuser mit bunter Wäsche
Pablo Picasso,Tête de femme,11.06.2013,"39,925,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Tête de femme
Vincent van Gogh,Sunflowers,03.30.1987,"39,663,460",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Sunflowers
Francis Bacon,Study of Nude With Figure in a Mirror,02.27.2008,"39,322,288",nude painting (nu),Expressionism,https://uploads6.wikiart.org/images/francis-bacon/study-for-a-nude-with-figure-in-a-mirror-1969(1).jpg!Large.jpg,198 x 147 cm,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Francis Bacon Study of Nude With Figure in a Mirror
Paul Gauguin,Te poipoi,11.07.2007,"39,241,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Gauguin Te poipoi
Fernand Léger,étude pour �la femme en bleu�,05.07.2008,"39,241,000",,,,,,,0,https://www.wikiart.org/en/Search/Fernand Léger étude pour �la femme en bleu�
Paul Gauguin,Maternité,11.04.2004,"39,208,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Gauguin Maternité
Pablo Picasso,Acrobate et jeune Arlequin,11.28.1988,"38,532,448",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Acrobate et jeune Arlequin
Paul Cézanne,La montagne Sainte-Victoire,05.07.2001,"38,502,500",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne La montagne Sainte-Victoire
Andy Warhol,Self-portrait,05.11.2011,"38,442,500",self-portrait,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/self-portrait.jpg,,silkscreen,,1,https://www.wikiart.org/en/Search/Andy Warhol Self-portrait
Andy Warhol,Four Marilyns,05.16.2013,"38,245,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Four Marilyns
Edvard Munch,Vampire,11.03.2008,"38,162,500",mythological painting,Expressionism,https://uploads5.wikiart.org/images/edvard-munch/vampire-1895.jpg!Large.jpg,91 x 109 cm,"oil, canvas","Munch Museum, Oslo, Norway",1,https://www.wikiart.org/en/Search/Edvard Munch Vampire
Ernst Ludwig Kirchner,Berliner Strassenszene,11.08.2006,"38,096,000",,,,,,,0,https://www.wikiart.org/en/Search/Ernst Ludwig Kirchner Berliner Strassenszene
Constantin Brancusi,Madame L.R.,02.23.2009,"37,435,600",,,,,,,0,https://www.wikiart.org/en/Search/Constantin Brancusi Madame L.R.
Raphaël,"Portrait of Lorenzo de′ Medici, Duke of Urbino",07.05.2007,"37,320,048",,,,,,,0,"https://www.wikiart.org/en/Search/Raphaël Portrait of Lorenzo de′ Medici, Duke of Urbino"
,"Domplatz, Mailand",05.14.2013,"37,125,000",,,,,,,0,"https://www.wikiart.org/en/Search/ Domplatz, Mailand"
Edgar Degas,Danseuse au repos,11.03.2008,"37,042,500",,,,,,,0,https://www.wikiart.org/en/Search/Edgar Degas Danseuse au repos
Andy Warhol,Double Elvis,05.09.2012,"37,042,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Double Elvis
Francis Bacon,Portrait of Lucian Freud,02.10.2011,"36,999,812",,,https://uploads4.wikiart.org/images/francis-bacon/not_detected_197510.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Portrait of Lucian Freud
Paul Cézanne,Nature morte aux fruits et pot de gingembre,11.07.2006,"36,976,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Nature morte aux fruits et pot de gingembre
Joan Miró,Peinture,06.19.2012,"36,955,820",,,,,,,0,https://www.wikiart.org/en/Search/Joan Miró Peinture
Yves Klein,Le Rose du bleu,06.27.2012,"36,764,976",,,,,,,0,https://www.wikiart.org/en/Search/Yves Klein Le Rose du bleu
Claude Monet,Nymphéas,06.19.2007,"36,659,600",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Nymphéas
Yves Klein,FC1,05.08.2012,"36,482,500",,,,,,,0,https://www.wikiart.org/en/Search/Yves Klein FC1
George Stubbs,"Gimcrack on Newmarket Heath, with a trainer, jockey and stable lad",07.05.2011,"36,101,240",genre painting,Romanticism,https://uploads8.wikiart.org/images/george-stubbs/gimcrack-on-newmarket-heath-with-a-trainer-a-stable-lad-and-a-jockey.jpg!Large.jpg,96.5 x 186.5 cm,"oil, canvas",,1,"https://www.wikiart.org/en/Search/George Stubbs Gimcrack on Newmarket Heath, with a trainer, jockey and stable lad"
Jasper Johns,Flag,11.11.2014,"36,005,000",,,,,,,0,https://www.wikiart.org/en/Search/Jasper Johns Flag
Sir Lawrence Alma-Tadema,The finding of Moses,11.04.2010,"35,922,500",,,,,,,0,https://www.wikiart.org/en/Search/Sir Lawrence Alma-Tadema The finding of Moses
,"Giudecca, La Donna della Salute and San Giorgio",04.06.2006,"35,856,000",,,,,,,0,"https://www.wikiart.org/en/Search/ Giudecca, La Donna della Salute and San Giorgio"
Claude Monet,Le grand canal,02.03.2015,"35,633,680",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Le grand canal
Claude Monet,"Waterloo Bridge, temps couvert",06.18.2007,"35,462,000",,,,,,,0,"https://www.wikiart.org/en/Search/Claude Monet Waterloo Bridge, temps couvert"
Andy Warhol,Coca-cola - 4,11.09.2010,"35,362,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Coca-cola - 4
Georges Seurat,"Paysage,L′Ile de la Grande-Jatte",05.10.1999,"35,202,500",,,,,,,0,"https://www.wikiart.org/en/Search/Georges Seurat Paysage,L′Ile de la Grande-Jatte"
John Constable,The Lock,07.03.2012,"35,183,392",,,,,,,0,https://www.wikiart.org/en/Search/John Constable The Lock
Jean-Michel Basquiat,Untitled,05.13.2014,"34,885,000",figurative,Neo-Expressionism,https://uploads0.wikiart.org/images/jean-michel-basquiat/untitled.jpg!Large.jpg,186.1 x 125.1 cm,,Private Collection,1,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
Pablo Picasso,Le repos,05.02.2006,"34,736,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Le repos
Francis Bacon,Self-portrait,06.30.2008,"34,498,968",self-portrait,Expressionism,https://uploads3.wikiart.org/images/francis-bacon/self-portrait-2(1).jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Self-portrait
,Abstraktes Bild,10.12.2012,"34,165,172",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
Jeff Koons,Jim Beam - J.B. Turner Train,05.13.2014,"33,765,000",,,,,,,0,https://www.wikiart.org/en/Search/Jeff Koons Jim Beam - J.B. Turner Train
Claude Monet,Alice hoschedé au jardin,11.04.2014,"33,765,000",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Alice hoschedé au jardin
Mark Rothko,Untitled no. 17,05.11.2011,"33,682,500",abstract,Color Field Painting,https://uploads4.wikiart.org/images/mark-rothko/no-17-1961(1).jpg,236.2 x 193 cm,oil,,1,https://www.wikiart.org/en/Search/Mark Rothko Untitled no. 17
Jeff Koons,Tulips,11.14.2012,"33,682,500",installation,Neo-Pop Art,https://uploads5.wikiart.org/images/jeff-koons/tulip.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Jeff Koons Tulips
Francis Bacon,Portrait of Henrietta Moraes,02.14.2012,"33,664,120",,,https://uploads2.wikiart.org/images/francis-bacon/portrait-of-henrietta-moraes-1963(1).jpg,165 x 142 cm,,,1,https://www.wikiart.org/en/Search/Francis Bacon Portrait of Henrietta Moraes
Henri Matisse,"L′Odalisque, harmonie bleue",11.06.2007,"33,641,000",genre painting,,https://uploads5.wikiart.org/00134/images/henri-matisse/l-odalisque-harmonie-bleue-1937.jpg,,,,1,"https://www.wikiart.org/en/Search/Henri Matisse L′Odalisque, harmonie bleue"
Lucian Freud,Benefits Supervisor Sleeping,05.13.2008,"33,641,000",nude painting (nu),Expressionism,https://uploads5.wikiart.org/images/lucian-freud/benefits-supervisor-sleeping-ii.jpg,,"oil, canvas",,1,https://www.wikiart.org/en/Search/Lucian Freud Benefits Supervisor Sleeping
Francis Bacon,Study for Self-Portrait,06.27.2012,"33,619,208",self-portrait,Expressionism,https://uploads0.wikiart.org/images/francis-bacon/study-for-a-self-portrait-1963(1).jpg!Large.jpg,165 x 144 cm,"oil, canvas",,1,https://www.wikiart.org/en/Search/Francis Bacon Study for Self-Portrait
Edouard Manet,"Portrait de Manet par lui-même, en buste",06.22.2010,"33,296,082",,,,,,,0,"https://www.wikiart.org/en/Search/Edouard Manet Portrait de Manet par lui-même, en buste"
Rembrandt Harmensz van Rijn,Portrait of a man with arms akimbo,12.08.2009,"33,274,996",,,,,,,0,https://www.wikiart.org/en/Search/Rembrandt Harmensz van Rijn Portrait of a man with arms akimbo
Francis Bacon,Self-Portrait,11.14.2007,"33,081,000",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Self-Portrait
